"Semana.","Área natural protegida","Categoría","Tipo","Estado","Municipio","Posible causa","Tipo de vegetación","Superficie","Total días/persona","Tipo de atención","Latitud","Longitud"
"19","Nevado de Toluca","Área de Protección de Flora y Fauna","Federal","méxico","ZINACANTEPEC","Intencional","Bosque de Pino","6.32","10","Combate","19.223333","-99.86858"
"19","Z.P.F.T.C.C. de los ríos Valle de Bravo, Malacatepec, Tilostoc y Temascaltepec","Área de Protección de los Recursos Naturales","Federal","méxico","AMANALCO","Intencional","Bosque de Encino","59.56","45","Combate","19.2523","-100.04696"
"19","Cerro Ayaqueme Volcan Huehuel","Reserva Estatal","Estatal","méxico","JUCHITEPEC","Intencional","Bosque de Pino","57.46","10","Combate","19.100216","-98.94187"
"19","Nevado de Toluca","Área de Protección de Flora y Fauna","Federal","méxico","VILLA GUERRERO","Intencional","Bosque de Pino","53.33","15","Combate","19.03162","-99.75713"
"19","Tlatucapa","Parque Estatal","Estatal","méxico","OCUILAN","Fogatas","Bosque de Encino","5.17","35","Combate","18.966688","-99.41742"
"19","Nevado de Toluca","Área de Protección de Flora y Fauna","Federal","méxico","AMANALCO","Intencional","Bosque de Oyamel","49.278","62","Combate","19.211945","-99.91333"
"19","Parque Natural de Recreacion Popular denominado Nahuatlaca - Matlazinca","Parque Estatal","Estatal","méxico","TEXCALYACAC","Intencional","Bosque de Pino-Encino","472.4418","58","Combate","19.095959","-99.47255"
"19","Parque Ecológico y Recreativo de Tenancingo, Malinalco y Zumpahuacan","Parque Estatal","Estatal","méxico","TENANCINGO","Otras actividades productivas","Bosque de Encino-Pino","4.3908","20","Combate","18.924612","-99.562584"
"19","Mariposa Monarca","Reserva de la Biósfera","Federal","méxico","SAN JOSÉ DEL RINCÓN","Actividades agrícolas","Bosque de Pino","4.2187","11","Combate","19.583937","-100.200005"
"19","Cerro Ayaqueme Volcan Huehuel","Reserva Estatal","Estatal","méxico","JUCHITEPEC","Intencional","Bosque de Pino","36.4","30","Combate","19.079","-98.961586"
"19","Z.P.F.T.C.C. de los ríos Valle de Bravo, Malacatepec, Tilostoc y Temascaltepec","Área de Protección de los Recursos Naturales","Federal","méxico","SAN SIMÓN DE GUERRERO","Actividades pecuarias","Bosque de Pino","193.599","29","Combate","19.014038","-99.964455"
"19","Parque Natural de Recreacion Popular denominado Nahuatlaca - Matlazinca","Parque Estatal","Estatal","méxico","OCUILAN","Intencional","Bosque de Pino","260.0149","41","Combate","19.072277","-99.46311"
"19","Parque Ecológico Turistico y Recreativo Zempoala La Bufa, denominado Parque Otomí-Mexica","Parque Estatal","Estatal","méxico","OCUILAN","Naturales","Bosque de Pino-Encino","2.5633","70","Combate","19.01314","-99.33058"
"19","Ahuacatitlan","Reserva Estatal","Estatal","méxico","ZACUALPAN","Actividades pecuarias","Bosque de Encino","252.5757","195","Combate","18.691391","-99.82378"
"19","Z.P.F.T.C.C. de los ríos Valle de Bravo, Malacatepec, Tilostoc y Temascaltepec","Área de Protección de los Recursos Naturales","Federal","méxico","VALLE DE BRAVO","Desconocidas","Bosque de Pino","244.01","41","Combate","19.197308","-100.17865"
"19","Z.P.F.T.C.C. de los ríos Valle de Bravo, Malacatepec, Tilostoc y Temascaltepec","Área de Protección de los Recursos Naturales","Federal","méxico","DONATO GUERRA","Fumadores","Bosque de Pino-Encino","23.96","31","Combate","19.343721","-100.10186"
"19","Cerro Ayaqueme Volcan Huehuel","Reserva Estatal","Estatal","méxico","TENANGO DEL AIRE","Intencional","Bosque de Encino","213.195","37","Combate","19.156244","-98.87624"
"19","Z.P.F.T.C.C. de los ríos Valle de Bravo, Malacatepec, Tilostoc y Temascaltepec","Área de Protección de los Recursos Naturales","Federal","méxico","TEMASCALTEPEC","Intencional","Bosque de Pino","2.2596","37","Combate","19.16689","-99.922226"
"19","Parque Ecológico Turistico y Recreativo Zempoala La Bufa, denominado Parque Otomí-Mexica","Parque Estatal","Estatal","méxico","OCOYOACAC","Intencional","Bosque de Pino-Encino","2.1981","11","Combate","19.30307","-99.39352"
"19","Lic. Isidro Fabela","Parque Estatal","Estatal","méxico","JOCOTITLÁN","Intencional","Bosque de Pino","2.195","9","Combate","19.743221","-99.76574"
"19","Nevado de Toluca","Área de Protección de Flora y Fauna","Federal","méxico","TEMASCALTEPEC","Actividades pecuarias","Bosque de Oyamel","211.99","29","Combate","19.099138","-99.851"
"19","Nevado de Toluca","Área de Protección de Flora y Fauna","Federal","méxico","ZINACANTEPEC","Actividades pecuarias","Bosque de Pino","18.366","20","Combate","19.165867","-99.77981"
"19","Z.P.F.T.C.C. de los ríos Valle de Bravo, Malacatepec, Tilostoc y Temascaltepec","Área de Protección de los Recursos Naturales","Federal","méxico","TEMASCALTEPEC","Actividades pecuarias","Bosque de Encino","153.3","20","Combate","19.124859","-99.90233"
"19","Corredor Biológico Chichinautzin","Área de Protección de Flora y Fauna","Federal","morelos","TLALNEPANTLA","Actividades agrícolas","Bosque de Pino","35.524","22","Combate","18.997625","-99.0134"
"19","El Tepozteco","Parque Nacional","Federal","morelos","TEPOZTLÁN","Intencional","Bosque de Encino","32.149","167","Combate","18.99082","-99.16028"
"19","Corredor Biológico Chichinautzin","Área de Protección de Flora y Fauna","Federal","morelos","HUITZILAC","Intencional","Bosque de Pino","3.044","6","Combate","19.08687","-99.25306"
"19","La Sierra Monte Negro","Parque Estatal","Estatal","morelos","JIUTEPEC","Fumadores","Selva Baja Caducifolia","0.052","36","Combate","18.862469","-99.123085"
"19","Barranca del Cupatitzio","Parque Nacional","Federal","michoacán","URUAPAN","Intencional","Bosque de Pino","183.8185","272","Combate","19.430695","-102.10236"
"19","Mariposa Monarca","Reserva de la Biósfera","Federal","michoacán","OCAMPO","Intencional","Bosque de Oyamel","7.152","55","Combate","19.533194","-100.32105"
"19","Laguna de Zacapu y su Rivera Tzacapo Tacanendam","Reserva Patrimonial","Estatal","michoacán","ZACAPU","Desconocidas","Tular","3.327","18","Combate","19.825027","-101.78344"
"19","Mariposa Monarca","Reserva de la Biósfera","Federal","michoacán","SENGUIO","Intencional","Bosque de Pino-Encino","2.5","25","Combate","19.727314","-100.27161"
"19","Cañones de los Rios Marques-Cajones y Serranias Aledañas","Zona de Restauración y Protección Ambiental","Estatal","michoacán","URUAPAN","Desconocidas","Bosque de Pino","24.266","43","Combate","19.297235","-102.01753"
"19","Zicuirán-Infiernillo","Reserva de la Biósfera","Federal","michoacán","LA HUACANA","Actividades agrícolas","Selva Baja Caducifolia","232.667","30","Combate","18.84224","-101.751915"
"19","Pico Azul - La Escalera","Parque Urbano","Estatal","michoacán","MADERO","Intencional","Bosque de Pino-Encino","200.3211","62","Combate","19.518536","-101.16532"
"19","Mariposa Monarca","Reserva de la Biósfera","Federal","michoacán","ZITÁCUARO","Actividades agrícolas","Bosque de Pino-Encino","1.482","66","Combate","19.438253","-100.22729"
"19","Mariposa Monarca","Reserva de la Biósfera","Federal","michoacán","ANGANGUEO","Limpias de derecho de vía","Bosque de Pino-Encino","0.63","45","Combate","19.634056","-100.275444"
"19","Pico de Tancítaro","Área de Protección de Flora y Fauna","Federal","michoacán","PERIBÁN","Fogatas","Bosque de Pino-Encino","0.2383","16","Combate","19.475176","-102.3506"
"19","Mariposa Monarca","Reserva de la Biósfera","Federal","michoacán","ANGANGUEO","Intencional","Bosque de Oyamel","0.2","10","Combate","19.654003","-100.27838"
"19","Insurgente José María Morelos","Parque Nacional","Federal","michoacán","CHARO","Actividades agrícolas","Bosque de Encino","5.109","10","Combate","19.60635","-100.949844"
"19","La Primavera","Área de Protección de Flora y Fauna","Federal","jalisco","ZAPOPAN","Intencional","Bosque de Encino-Pino","4.1202","61","Combate","20.673721","-103.51439"
"19","La Primavera","Área de Protección de Flora y Fauna","Federal","jalisco","ZAPOPAN","Desconocidas","Bosque de Encino","60.4344","157","Combate","20.65802","-103.463745"
"19","La Primavera","Área de Protección de Flora y Fauna","Federal","jalisco","ZAPOPAN","Intencional","Bosque de Encino-Pino","5.7528","71","Combate","20.691227","-103.621376"
"19","Sierra Condiro Canales - Cerro San Miguel Chiquihuitillo","Área Estatal de Protección Hidrológica","Estatal","jalisco","LA BARCA","Desconocidas","Pastizal Natural","56.8628","15","Combate","20.410223","-102.60308"
"19","Sierra de Manantlán","Reserva de la Biósfera","Federal","jalisco","AUTLÁN DE NAVARRO","Desconocidas","Bosque de Encino","55.948","40","Combate","19.700226","-104.38423"
"19","La Primavera","Área de Protección de Flora y Fauna","Federal","jalisco","TLAJOMULCO DE ZÚÑIGA","Intencional","Bosque de Encino-Pino","5.4625","46","Combate","20.554625","-103.52931"
"19","La Primavera","Área de Protección de Flora y Fauna","Federal","jalisco","ZAPOPAN","Desconocidas","Bosque de Encino-Pino","54.2605","203","Combate","20.617075","-103.49757"
"19","C.A.D.N.R. 043 Estado de Nayarit","Área de Protección de los Recursos Naturales","Federal","jalisco","TEQUILA","Intencional","Bosque de Encino","44.5304","34","Combate","20.847038","-103.870865"
"19","C.A.D.N.R. 043 Estado de Nayarit","Área de Protección de los Recursos Naturales","Federal","jalisco","MASCOTA","Desconocidas","Bosque de Pino-Encino","432.3339","161","Combate","20.6925","-104.87278"
"19","Sierra de Manantlán","Reserva de la Biósfera","Federal","jalisco","CUAUTITLÁN DE GARCÍA BARRAGÁN","Desconocidas","Bosque de Encino","38.9328","25","Combate","19.492859","-104.11118"
"19","Sierra Condiro Canales - Cerro San Miguel Chiquihuitillo","Área Estatal de Protección Hidrológica","Estatal","jalisco","LA BARCA","Intencional","Selva Baja Caducifolia","34.1151","13","Combate","20.43905","-102.52044"
"19","Sierra del Águila","Área Estatal de Protección Hidrológica","Estatal","jalisco","ETZATLÁN","Desconocidas","Bosque de Encino","3.3229","32","Combate","20.664772","-104.122765"
"19","Sierra Condiro Canales - Cerro San Miguel Chiquihuitillo","Área Estatal de Protección Hidrológica","Estatal","jalisco","IXTLAHUACÁN DE LOS MEMBRILLOS","Actividades agrícolas","Selva Baja Caducifolia","230.2194","43","Combate","20.360186","-103.14994"
"19","Sierra Condiro Canales - Cerro San Miguel Chiquihuitillo","Área Estatal de Protección Hidrológica","Estatal","jalisco","OCOTLÁN","Desconocidas","Selva Baja Caducifolia","2.14","13","Combate","20.416","-102.62239"
"19","Cerro Viejo - Chupinaya - Los Sabinos","Área Estatal de Protección Hidrológica","Estatal","jalisco","TLAJOMULCO DE ZÚÑIGA","Desconocidas","Bosque de Encino","14.3447","27","Combate","20.40501","-103.44785"
"19","C.A.D.N.R. 043 Estado de Nayarit","Área de Protección de los Recursos Naturales","Federal","jalisco","MASCOTA","Desconocidas","Bosque de Pino","1276.6853","212","Combate","20.292717","-104.66296"
"19","Sierra Condiro Canales - Cerro San Miguel Chiquihuitillo","Área Estatal de Protección Hidrológica","Estatal","jalisco","LA BARCA","Intencional","Selva Baja Caducifolia","12.3114","13","Combate","20.435017","-102.52095"
"19","La Primavera","Área de Protección de Flora y Fauna","Federal","jalisco","TLAJOMULCO DE ZÚÑIGA","Actividades agrícolas","Bosque de Encino-Pino","10.2742","28","Combate","20.552475","-103.52947"
"19","Sierra del Águila","Área Estatal de Protección Hidrológica","Estatal","jalisco","ETZATLÁN","Desconocidas","Bosque de Galería","0.9517","12","Combate","20.75713","-104.08021"
"19","La Primavera","Área de Protección de Flora y Fauna","Federal","jalisco","TALA","Intencional","Bosque de Encino","0.0918","9","Combate","20.697166","-103.675476"
"19","Z.P.F.V. la Cuenca Hidrográfica del Río Necaxa","Área de Protección de los Recursos Naturales","Federal","hidalgo","ACAXOCHITLÁN","Desconocidas","Bosque de Pino","3.2295","19","Combate","20.10067","-98.20318"
"19","Z.P.F.V. la Cuenca Hidrográfica del Río Necaxa","Área de Protección de los Recursos Naturales","Federal","hidalgo","ACAXOCHITLÁN","Actividades agrícolas","Bosque de Pino-Encino","6.5376","9","Combate","20.174881","-98.17158"
"19","Z.P.F.V. la Cuenca Hidrográfica del Río Necaxa","Área de Protección de los Recursos Naturales","Federal","hidalgo","ACAXOCHITLÁN","Desconocidas","Bosque de Pino","1.7025","14","Combate","20.098492","-98.20294"
"19","Área de Conservación Agua de Obispo","Áreas Destinadas Voluntariamente a la Conservación","Federal","guerrero","CHILPANCINGO DE LOS BRAVO","Desconocidas","Bosque de Pino-Encino","65.568","50","Combate","17.312195","-99.47703"
"19","El Tecolote","Áreas Destinadas Voluntariamente a la Conservación","Federal","guerrero","SAN LUIS ACATLÁN","Desconocidas","Selva Baja Caducifolia","17.9299","153","Combate","16.696411","-98.81325"
"19","Sierra Tecuani","Reserva de la Biósfera","Federal","guerrero","COYUCA DE CATALÁN","Intencional","Bosque de Pino-Encino","1652.1938","127","Combate","17.784298","-100.88173"
"19","Sierra Tecuani","Reserva de la Biósfera","Federal","guerrero","AJUCHITLÁN DEL PROGRESO","Desconocidas","Bosque de Pino-Encino","184.7325","0","Monitoreo","17.660479","-100.6298"
"19","Parque Natural de Recreacion Popular denominado Sierra de Nanchititla","Parque Estatal","Estatal","guerrero","CUTZAMALA DE PINZÓN","Desconocidas","Bosque de Encino","1.341","0","Monitoreo","18.82482","-100.49793"
"19","C.A.D.N.R. 043 Estado de Nayarit","Área de Protección de los Recursos Naturales","Federal","durango","MEZQUITAL","Actividades agrícolas","Bosque de Pino-Encino","6.758","20","Combate","23.25565","-104.77417"
"19","C.A.D.N.R. 043 Estado de Nayarit","Área de Protección de los Recursos Naturales","Federal","durango","MEZQUITAL","Actividades pecuarias","Bosque de Encino","50.6078","30","Combate","23.243889","-104.7725"
"19","C.A.D.N.R. 043 Estado de Nayarit","Área de Protección de los Recursos Naturales","Federal","durango","MEZQUITAL","Desconocidas","Bosque de Pino","39.6813","11","Combate","22.919167","-104.80278"
"19","C.A.D.N.R. 043 Estado de Nayarit","Área de Protección de los Recursos Naturales","Federal","durango","MEZQUITAL","Actividades pecuarias","Bosque de Encino","261.45","174","Combate","23.150278","-104.297226"
"19","C.A.D.N.R. 004 Don Martín","Área de Protección de los Recursos Naturales","Federal","coahuila","MÚZQUIZ","Naturales","Bosque de Encino","8.2258","145","Combate","28.800222","-102.00063"
"19","El Tepozteco","Parque Nacional","Federal","ciudad de méxico","MILPA ALTA","Actividades pecuarias","Bosque de Pino","8.2263","55","Combate","19.058228","-99.072495"
"19","San Miguel Ajusco","Reserva Estatal","Estatal","ciudad de méxico","TLALPAN","Actividades pecuarias","Bosque de Pino","5.0668","16","Combate","19.172031","-99.29381"
"19","San Miguel Topilejo","Reserva Estatal","Estatal","ciudad de méxico","TLALPAN","Actividades pecuarias","Bosque de Pino","4.1076","17","Combate","19.099537","-99.18047"
"19","Santiago Tepalcatlalpan","Área Comunitaria de Conservación Ecológica","Estatal","ciudad de méxico","XOCHIMILCO","Actividades agrícolas","Bosque de Encino","3.7858","28","Combate","19.21794","-99.137184"
"19","El Tepozteco","Parque Nacional","Federal","ciudad de méxico","MILPA ALTA","Actividades pecuarias","Bosque de Pino","3.6683","22","Combate","19.072374","-99.10179"
"19","Milpa Alta","Área Comunitaria de Conservación Ecológica","Estatal","ciudad de méxico","MILPA ALTA","Actividades pecuarias","Bosque de Pino","3.6276","22","Combate","19.103094","-99.05922"
"19","El Tepozteco","Parque Nacional","Federal","ciudad de méxico","MILPA ALTA","Actividades pecuarias","Bosque de Pino","3.575","72","Combate","19.07143","-99.093506"
"19","Milpa Alta","Área Comunitaria de Conservación Ecológica","Estatal","ciudad de méxico","MILPA ALTA","Actividades pecuarias","Bosque de Pino","0.8579","27","Combate","19.115717","-99.06307"
"19","Milpa Alta","Área Comunitaria de Conservación Ecológica","Estatal","ciudad de méxico","MILPA ALTA","Actividades pecuarias","Pastizal Halófilo","27.1108","70","Combate","19.084055","-99.07545"
"19","San Miguel Topilejo","Reserva Estatal","Estatal","ciudad de méxico","TLALPAN","Actividades pecuarias","Bosque de Pino","2.6431","8","Combate","19.102285","-99.17965"
"19","Milpa Alta","Área Comunitaria de Conservación Ecológica","Estatal","ciudad de méxico","MILPA ALTA","Actividades pecuarias","Bosque de Pino","2.4647","10","Combate","19.1037","-99.0655"
"19","El Tepozteco","Parque Nacional","Federal","ciudad de méxico","MILPA ALTA","Actividades pecuarias","Bosque de Pino","2.0401","18","Combate","19.068031","-99.05769"
"19","Milpa Alta","Área Comunitaria de Conservación Ecológica","Estatal","ciudad de méxico","MILPA ALTA","Actividades pecuarias","Pastizal Halófilo","18.8815","37","Combate","19.094324","-99.07184"
